customer_id,store_id,product_name,sales_date,sales_person_id,price,quantity,total_cost
5017,211,sugar,2026-01-30,2114,246.29,4,985.16
5028,201,nutrella,2026-01-30,2010,23.27,10,232.7
5001,214,fruit juice,2026-01-30,2141,111.17,1,111.17
5002,216,butter,2026-01-30,2164,95.02,1,95.02
5032,203,dish soap,2026-01-30,2030,172.43,7,1207.01
5019,219,butter,2026-01-30,2191,203.09,9,1827.81
5013,219,clinic plus,2026-01-30,2193,78.58,3,235.74
5002,219,floor cleaner,2026-01-30,2192,218.07,1,218.07
5043,220,floor cleaner,2026-01-30,2201,189.07,5,945.35
5026,215,sugar,2026-01-30,2153,193.07,10,1930.7
5042,206,refined oil,2026-01-30,2064,257.29,8,2058.32
5009,229,clinic plus,2026-01-30,2294,139.77,1,139.77
5008,209,maida,2026-01-30,2090,82.8,1,82.8
5012,238,coffee powder,2026-01-30,2381,75.96,10,759.6
5032,213,spices mix,2026-01-30,2134,236.13,9,2125.17
5033,215,quaker oats,2026-01-30,2150,140.69,1,140.69
5025,219,spices mix,2026-01-30,2192,174.38,6,1046.28
5015,226,milk powder,2026-01-30,2262,199.53,2,399.06
5012,203,coffee powder,2026-01-30,2031,203.16,10,2031.6
5034,214,dantkanti,2026-01-30,2144,293.08,5,1465.4
5002,211,milk powder,2026-01-30,2111,138.76,5,693.8
5007,205,sugar,2026-01-30,2051,244.79,10,2447.9
5003,214,spices mix,2026-01-30,2141,225.16,6,1350.96
5022,215,nutrella,2026-01-30,2153,287.07,6,1722.42
5021,240,milk powder,2026-01-30,2401,170.46,4,681.84
5017,225,quaker oats,2026-01-30,2251,134.61,4,538.44
5015,217,clinic plus,2026-01-30,2174,106.46,1,106.46
5006,221,dantkanti,2026-01-30,2211,111.23,8,889.84
5015,228,nutrella,2026-01-30,2280,111.13,6,666.78
5013,209,energy drink,2026-01-30,2090,142.85,1,142.85
5002,221,nutrella,2026-01-30,2214,244.12,3,732.36
5023,228,sugar,2026-01-30,2280,94.55,5,472.75
5041,228,maida,2026-01-30,2281,140.06,5,700.3
5002,204,milk powder,2026-01-30,2043,42.7,3,128.1
5023,229,cooking salt,2026-01-30,2290,122.42,3,367.26
5043,204,butter,2026-01-30,2042,214.93,10,2149.3
5008,207,dantkanti,2026-01-30,2074,207.11,6,1242.66
5002,229,dish soap,2026-01-30,2294,263.71,6,1582.26
5043,216,dantkanti,2026-01-30,2161,264.25,2,528.5
5027,209,dantkanti,2026-01-30,2091,190.73,7,1335.11
5005,205,maida,2026-01-30,2051,243.43,9,2190.87
5027,240,shampoo,2026-01-30,2404,187.1,2,374.2
5003,228,cooking salt,2026-01-30,2281,199.95,10,1999.5
5005,207,quaker oats,2026-01-30,2071,206.24,8,1649.92
5005,207,fruit juice,2026-01-30,2072,287.95,6,1727.7
5015,202,butter,2026-01-30,2023,250.85,8,2006.8
5011,217,dish soap,2026-01-30,2170,204.74,10,2047.4
5035,207,refined oil,2026-01-30,2074,125.35,5,626.75
5028,220,butter,2026-01-30,2200,252.11,3,756.33
5011,219,spices mix,2026-01-30,2194,90.93,9,818.37
5038,223,maida,2026-01-30,2232,56.74,5,283.7
5036,232,milk powder,2026-01-30,2320,280.82,7,1965.74
5013,218,toothpaste,2026-01-30,2181,222.96,9,2006.64
5037,217,cooking salt,2026-01-30,2170,173.78,9,1564.02
5014,236,spices mix,2026-01-30,2363,208.76,5,1043.8
5004,237,energy drink,2026-01-30,2372,243.86,10,2438.6
5006,218,toothpaste,2026-01-30,2182,210.03,6,1260.18
5025,212,dantkanti,2026-01-30,2124,50.65,1,50.65
5012,214,besan,2026-01-30,2144,262.02,6,1572.12
5004,222,floor cleaner,2026-01-30,2223,111.01,10,1110.1
5035,214,floor cleaner,2026-01-30,2143,170.12,6,1020.72
5033,201,quaker oats,2026-01-30,2011,141.99,8,1135.92
5026,238,toothpaste,2026-01-30,2380,107.31,2,214.62
5003,213,floor cleaner,2026-01-30,2132,213.87,1,213.87
5020,228,refined oil,2026-01-30,2283,230.98,4,923.92
5012,203,quaker oats,2026-01-30,2033,53.82,4,215.28
5006,218,maida,2026-01-30,2182,115.6,2,231.2
5017,225,energy drink,2026-01-30,2251,285.85,9,2572.65
5014,203,shampoo,2026-01-30,2033,98.45,10,984.5
5004,212,besan,2026-01-30,2122,114.91,9,1034.19
5008,229,energy drink,2026-01-30,2290,192.11,2,384.22
5031,219,maida,2026-01-30,2192,116.46,2,232.92
5027,204,clinic plus,2026-01-30,2044,252.93,3,758.79
5006,220,refined oil,2026-01-30,2201,32.42,6,194.52
5010,206,besan,2026-01-30,2064,111.33,6,667.98
5032,208,shampoo,2026-01-30,2084,153.39,8,1227.12
5026,212,quaker oats,2026-01-30,2120,109.78,4,439.12
5004,214,sugar,2026-01-30,2141,139.15,3,417.45
5020,226,spices mix,2026-01-30,2260,55.2,10,552.0
5003,210,quaker oats,2026-01-30,2104,222.43,3,667.29
5002,210,energy drink,2026-01-30,2104,82.3,2,164.6
5040,214,besan,2026-01-30,2142,229.16,1,229.16
5004,203,clinic plus,2026-01-30,2033,228.25,9,2054.25
5004,204,quaker oats,2026-01-30,2040,59.92,7,419.44
5013,206,fruit juice,2026-01-30,2063,249.86,10,2498.6
5025,208,energy drink,2026-01-30,2082,114.2,5,571.0
5009,204,cooking salt,2026-01-30,2040,214.72,5,1073.6
5033,220,maida,2026-01-30,2200,133.91,8,1071.28
5037,239,toothpaste,2026-01-30,2390,109.56,9,986.04
5015,218,cooking salt,2026-01-30,2181,190.99,5,954.95
5006,226,spices mix,2026-01-30,2261,179.11,4,716.44
5033,215,maida,2026-01-30,2151,175.31,4,701.24
5024,205,nutrella,2026-01-30,2050,120.38,3,361.14
5006,209,energy drink,2026-01-30,2092,197.4,9,1776.6
5023,202,besan,2026-01-30,2020,97.54,10,975.4
5007,215,clinic plus,2026-01-30,2152,174.78,5,873.9
5003,214,sugar,2026-01-30,2143,39.73,6,238.38
5042,236,milk powder,2026-01-30,2360,60.03,2,120.06
5034,204,cooking salt,2026-01-30,2041,181.5,1,181.5
5039,204,besan,2026-01-30,2042,71.23,3,213.69
5036,214,sugar,2026-01-30,2144,226.5,7,1585.5
5016,215,fruit juice,2026-01-30,2151,164.44,3,493.32
5005,239,dantkanti,2026-01-30,2393,261.59,3,784.77
5025,214,butter,2026-01-30,2143,272.16,8,2177.28
5019,234,energy drink,2026-01-30,2344,92.01,10,920.1
5006,207,spices mix,2026-01-30,2074,25.64,3,76.92
5036,205,spices mix,2026-01-30,2050,87.84,5,439.2
5029,236,clinic plus,2026-01-30,2364,207.84,1,207.84
5006,203,dantkanti,2026-01-30,2033,264.26,9,2378.34
5007,212,maida,2026-01-30,2123,196.22,6,1177.32
5031,214,besan,2026-01-30,2141,156.72,1,156.72
5002,222,sugar,2026-01-30,2220,186.76,6,1120.56
5001,239,coffee powder,2026-01-30,2392,180.68,4,722.72
5041,213,nutrella,2026-01-30,2133,119.35,9,1074.15
5012,220,clinic plus,2026-01-30,2203,58.29,3,174.87
5039,223,fruit juice,2026-01-30,2234,208.14,10,2081.4
5010,216,quaker oats,2026-01-30,2161,157.87,2,315.74
5007,207,toothpaste,2026-01-30,2070,249.96,8,1999.68
5020,228,refined oil,2026-01-30,2281,21.39,3,64.17
5032,222,spices mix,2026-01-30,2222,264.82,6,1588.92
5029,219,spices mix,2026-01-30,2194,130.72,2,261.44
5036,236,clinic plus,2026-01-30,2362,252.94,3,758.82
5004,217,maida,2026-01-30,2170,120.15,1,120.15
5024,216,maida,2026-01-30,2161,117.89,7,825.23
5042,215,milk powder,2026-01-30,2153,40.97,10,409.7
5026,204,toothpaste,2026-01-30,2044,180.87,9,1627.83
5033,201,milk powder,2026-01-30,2010,35.87,6,215.22
5022,238,shampoo,2026-01-30,2381,33.38,6,200.28
5011,218,clinic plus,2026-01-30,2181,20.08,10,200.8
5020,205,energy drink,2026-01-30,2051,256.16,4,1024.64
5038,206,cooking salt,2026-01-30,2063,98.23,6,589.38
5004,212,maida,2026-01-30,2122,162.05,8,1296.4
5002,239,spices mix,2026-01-30,2390,50.87,3,152.61
5013,219,milk powder,2026-01-30,2192,175.15,10,1751.5
5002,226,quaker oats,2026-01-30,2261,43.76,10,437.6
5035,214,milk powder,2026-01-30,2144,121.01,1,121.01
5016,209,milk powder,2026-01-30,2093,41.2,2,82.4
5006,205,besan,2026-01-30,2050,285.73,1,285.73
5045,209,besan,2026-01-30,2094,106.83,2,213.66
5005,203,besan,2026-01-30,2034,101.67,9,915.03
5032,205,butter,2026-01-30,2051,294.81,3,884.43
5011,206,dish soap,2026-01-30,2064,253.66,10,2536.6
5011,239,besan,2026-01-30,2390,49.97,10,499.7
5019,236,butter,2026-01-30,2363,33.7,6,202.2
5038,213,quaker oats,2026-01-30,2130,169.26,1,169.26
5016,222,toothpaste,2026-01-30,2222,186.87,10,1868.7
5045,231,shampoo,2026-01-30,2311,268.78,8,2150.24
5002,219,sugar,2026-01-30,2194,113.04,10,1130.4
5002,236,toothpaste,2026-01-30,2362,154.24,10,1542.4
5009,216,floor cleaner,2026-01-30,2161,106.18,2,212.36
5024,207,dish soap,2026-01-30,2073,52.73,1,52.73
5005,236,energy drink,2026-01-30,2360,222.47,9,2002.23
5037,203,milk powder,2026-01-30,2030,118.92,5,594.6
5015,210,nutrella,2026-01-30,2101,274.77,5,1373.85
5004,206,maida,2026-01-30,2063,91.92,4,367.68
5008,233,energy drink,2026-01-30,2334,138.21,7,967.47
5034,222,milk powder,2026-01-30,2224,273.13,9,2458.17
5016,208,dantkanti,2026-01-30,2080,74.87,8,598.96
5008,207,energy drink,2026-01-30,2072,284.31,10,2843.1
5008,233,spices mix,2026-01-30,2330,229.82,1,229.82
5009,218,energy drink,2026-01-30,2180,240.7,5,1203.5
5036,219,clinic plus,2026-01-30,2193,202.82,2,405.64
5015,228,fruit juice,2026-01-30,2281,57.46,8,459.68
5039,210,nutrella,2026-01-30,2100,111.53,1,111.53
5034,217,nutrella,2026-01-30,2172,165.93,2,331.86
5006,202,clinic plus,2026-01-30,2020,24.27,9,218.43
5001,223,shampoo,2026-01-30,2231,257.01,5,1285.05
5013,229,fruit juice,2026-01-30,2291,167.56,4,670.24
5004,212,fruit juice,2026-01-30,2122,56.2,7,393.4
5017,230,energy drink,2026-01-30,2303,145.31,2,290.62
5003,213,cooking salt,2026-01-30,2131,263.22,1,263.22
5044,201,dantkanti,2026-01-30,2011,31.43,3,94.29
5012,209,dantkanti,2026-01-30,2093,226.45,8,1811.6
5043,208,spices mix,2026-01-30,2084,224.59,9,2021.31
5007,210,maida,2026-01-30,2103,222.23,8,1777.84
5027,212,energy drink,2026-01-30,2124,192.15,4,768.6
5031,213,toothpaste,2026-01-30,2134,252.73,3,758.19
5034,226,besan,2026-01-30,2264,61.49,3,184.47
5028,201,fruit juice,2026-01-30,2013,111.1,10,1111.0
5013,234,maida,2026-01-30,2342,97.81,9,880.29
5017,221,butter,2026-01-30,2212,125.22,8,1001.76
5011,210,nutrella,2026-01-30,2101,55.21,7,386.47
5005,221,besan,2026-01-30,2212,109.46,8,875.68
5041,216,refined oil,2026-01-30,2162,223.4,9,2010.6
5013,228,fruit juice,2026-01-30,2284,88.94,4,355.76
5017,205,shampoo,2026-01-30,2054,76.34,6,458.04
5015,215,refined oil,2026-01-30,2152,269.91,3,809.73
5034,236,besan,2026-01-30,2364,103.93,9,935.37
5006,201,toothpaste,2026-01-30,2010,198.88,1,198.88
5036,213,shampoo,2026-01-30,2130,186.85,7,1307.95
5040,206,milk powder,2026-01-30,2061,43.51,9,391.59
5011,213,cooking salt,2026-01-30,2134,23.53,4,94.12
5028,216,clinic plus,2026-01-30,2164,58.92,6,353.52
5011,210,clinic plus,2026-01-30,2101,177.36,6,1064.16
5007,216,refined oil,2026-01-30,2160,140.0,4,560.0
5005,225,nutrella,2026-01-30,2250,267.64,5,1338.2
5035,231,coffee powder,2026-01-30,2314,127.59,6,765.54
5039,217,cooking salt,2026-01-30,2172,117.51,2,235.02
5010,201,dish soap,2026-01-30,2010,251.41,1,251.41
5009,209,besan,2026-01-30,2092,29.87,1,29.87
5011,226,besan,2026-01-30,2264,282.04,5,1410.2
5011,203,fruit juice,2026-01-30,2032,126.81,9,1141.29
5045,202,milk powder,2026-01-30,2022,81.1,4,324.4
5038,223,sugar,2026-01-30,2232,71.82,2,143.64
5005,206,coffee powder,2026-01-30,2064,93.9,9,845.1
5011,206,spices mix,2026-01-30,2063,274.67,3,824.01
5002,219,floor cleaner,2026-01-30,2192,270.37,7,1892.59
5027,224,toothpaste,2026-01-30,2244,280.15,1,280.15
5045,202,sugar,2026-01-30,2020,137.65,4,550.6
5010,232,nutrella,2026-01-30,2321,167.98,2,335.96
5038,213,besan,2026-01-30,2131,189.97,9,1709.73
5006,209,dish soap,2026-01-30,2094,126.39,7,884.73
5035,218,quaker oats,2026-01-30,2181,30.8,9,277.2
5004,235,refined oil,2026-01-30,2351,141.03,1,141.03
5023,208,sugar,2026-01-30,2081,246.46,7,1725.22
5023,240,butter,2026-01-30,2400,269.09,8,2152.72
5011,220,toothpaste,2026-01-30,2200,208.71,4,834.84
5001,207,cooking salt,2026-01-30,2070,286.6,6,1719.6
5023,221,toothpaste,2026-01-30,2212,70.65,5,353.25
5032,240,butter,2026-01-30,2401,45.75,5,228.75
5044,219,milk powder,2026-01-30,2192,199.66,4,798.64
5028,231,cooking salt,2026-01-30,2314,59.06,5,295.3
5042,222,floor cleaner,2026-01-30,2223,162.13,7,1134.91
5010,209,maida,2026-01-30,2094,103.09,8,824.72
5016,205,besan,2026-01-30,2053,101.82,3,305.46
5005,227,floor cleaner,2026-01-30,2270,30.29,6,181.74
5005,204,quaker oats,2026-01-30,2041,65.48,2,130.96
5031,212,quaker oats,2026-01-30,2124,96.65,8,773.2
5026,216,spices mix,2026-01-30,2161,122.51,6,735.06
5016,213,floor cleaner,2026-01-30,2134,232.65,8,1861.2
5022,218,energy drink,2026-01-30,2183,106.29,3,318.87
5011,208,nutrella,2026-01-30,2084,81.68,8,653.44
5041,219,maida,2026-01-30,2192,288.44,1,288.44
5011,232,butter,2026-01-30,2320,23.57,2,47.14
5017,212,milk powder,2026-01-30,2123,95.18,2,190.36
5001,215,quaker oats,2026-01-30,2151,219.83,3,659.49
5010,206,quaker oats,2026-01-30,2062,297.31,5,1486.55
5004,214,toothpaste,2026-01-30,2143,230.87,10,2308.7
5040,213,toothpaste,2026-01-30,2134,150.64,8,1205.12
5041,212,dantkanti,2026-01-30,2120,194.93,2,389.86
5001,232,shampoo,2026-01-30,2324,89.43,9,804.87
5005,213,dantkanti,2026-01-30,2130,173.94,4,695.76
5006,201,dish soap,2026-01-30,2010,130.79,3,392.37
5006,220,clinic plus,2026-01-30,2202,96.54,9,868.86
5027,226,dantkanti,2026-01-30,2264,196.76,7,1377.32
5029,237,milk powder,2026-01-30,2371,238.44,7,1669.08
5036,205,refined oil,2026-01-30,2054,193.71,9,1743.39
5013,207,sugar,2026-01-30,2072,218.63,5,1093.15
5015,212,butter,2026-01-30,2120,109.49,3,328.47
5009,220,besan,2026-01-30,2201,220.31,8,1762.48
5032,239,spices mix,2026-01-30,2390,52.21,7,365.47
5020,215,energy drink,2026-01-30,2154,159.73,5,798.65
5017,204,clinic plus,2026-01-30,2043,125.32,9,1127.88
5041,233,coffee powder,2026-01-30,2330,262.69,10,2626.9
5010,203,shampoo,2026-01-30,2033,209.58,2,419.16
5043,212,cooking salt,2026-01-30,2120,155.02,3,465.06
5011,217,toothpaste,2026-01-30,2170,111.2,8,889.6
5025,234,sugar,2026-01-30,2344,47.29,9,425.61
5015,214,quaker oats,2026-01-30,2141,113.24,7,792.68
5038,216,quaker oats,2026-01-30,2160,190.87,4,763.48
5020,203,shampoo,2026-01-30,2033,128.35,5,641.75
5019,215,maida,2026-01-30,2153,72.96,6,437.76
5038,216,sugar,2026-01-30,2164,63.34,8,506.72
5024,237,clinic plus,2026-01-30,2371,197.45,8,1579.6
5041,230,quaker oats,2026-01-30,2302,286.49,8,2291.92
5033,239,besan,2026-01-30,2390,294.32,1,294.32
5041,240,cooking salt,2026-01-30,2402,272.03,9,2448.27
5003,219,toothpaste,2026-01-30,2192,293.24,3,879.72
5014,209,cooking salt,2026-01-30,2093,136.22,9,1225.98
5003,207,dish soap,2026-01-30,2071,263.05,8,2104.4
5002,222,butter,2026-01-30,2224,284.64,2,569.28
5041,215,energy drink,2026-01-30,2150,166.24,3,498.72
5009,206,sugar,2026-01-30,2063,90.71,7,634.97
5038,238,refined oil,2026-01-30,2384,20.12,7,140.84
5035,225,besan,2026-01-30,2254,203.63,10,2036.3
5005,240,quaker oats,2026-01-30,2404,49.28,2,98.56
5037,202,dantkanti,2026-01-30,2024,65.4,8,523.2
5026,234,butter,2026-01-30,2340,39.71,9,357.39
5008,202,floor cleaner,2026-01-30,2023,246.32,6,1477.92
5044,210,spices mix,2026-01-30,2100,184.86,10,1848.6
5024,213,cooking salt,2026-01-30,2131,59.6,9,536.4
5044,202,butter,2026-01-30,2022,76.76,6,460.56
5024,217,butter,2026-01-30,2170,98.38,4,393.52
5004,215,floor cleaner,2026-01-30,2152,69.27,2,138.54
5007,220,fruit juice,2026-01-30,2200,130.0,7,910.0
5033,232,milk powder,2026-01-30,2321,93.02,9,837.18
5012,204,milk powder,2026-01-30,2041,129.15,9,1162.35
5024,212,clinic plus,2026-01-30,2124,121.26,6,727.56
5003,218,toothpaste,2026-01-30,2180,30.0,3,90.0
5016,220,butter,2026-01-30,2201,123.56,7,864.92
5002,206,nutrella,2026-01-30,2063,282.57,9,2543.13
5016,218,fruit juice,2026-01-30,2181,239.63,1,239.63
5026,221,toothpaste,2026-01-30,2212,119.69,3,359.07
5006,221,cooking salt,2026-01-30,2211,285.57,2,571.14
5012,228,nutrella,2026-01-30,2284,257.02,9,2313.18
5012,214,cooking salt,2026-01-30,2143,248.6,3,745.8
5038,212,coffee powder,2026-01-30,2121,276.49,2,552.98
5006,221,floor cleaner,2026-01-30,2214,244.54,2,489.08
5011,216,maida,2026-01-30,2161,206.13,1,206.13
5028,219,maida,2026-01-30,2193,24.81,4,99.24
5011,203,fruit juice,2026-01-30,2032,120.9,9,1088.1
5027,203,maida,2026-01-30,2031,150.41,2,300.82
5041,207,clinic plus,2026-01-30,2072,134.42,9,1209.78
5037,223,quaker oats,2026-01-30,2233,126.66,5,633.3
5014,210,butter,2026-01-30,2104,265.72,9,2391.48
5028,217,refined oil,2026-01-30,2174,35.73,1,35.73
5008,224,besan,2026-01-30,2243,212.61,1,212.61
5045,206,spices mix,2026-01-30,2062,51.38,8,411.04
5017,201,maida,2026-01-30,2010,164.11,9,1476.99
5013,209,cooking salt,2026-01-30,2093,146.15,1,146.15
5017,211,butter,2026-01-30,2112,254.12,6,1524.72
5009,236,maida,2026-01-30,2364,293.36,6,1760.16
5040,225,butter,2026-01-30,2252,96.16,3,288.48
5007,216,clinic plus,2026-01-30,2164,43.67,10,436.7
5011,202,sugar,2026-01-30,2022,148.48,5,742.4
5039,201,butter,2026-01-30,2010,73.63,5,368.15
5011,221,refined oil,2026-01-30,2212,245.42,9,2208.78
5005,237,nutrella,2026-01-30,2371,192.21,2,384.42
5015,207,floor cleaner,2026-01-30,2072,141.62,3,424.86
5014,213,maida,2026-01-30,2134,25.43,7,178.01
5020,237,energy drink,2026-01-30,2374,216.13,10,2161.3
5031,219,refined oil,2026-01-30,2193,263.85,8,2110.8
5008,225,cooking salt,2026-01-30,2252,134.74,8,1077.92
5016,210,coffee powder,2026-01-30,2100,117.35,5,586.75
5003,229,shampoo,2026-01-30,2290,262.59,5,1312.95
5028,216,energy drink,2026-01-30,2164,194.49,1,194.49
5011,234,refined oil,2026-01-30,2340,88.95,8,711.6
5012,231,dantkanti,2026-01-30,2314,247.4,7,1731.8
5006,236,clinic plus,2026-01-30,2362,137.34,9,1236.06
5004,217,spices mix,2026-01-30,2173,216.12,7,1512.84
5008,201,cooking salt,2026-01-30,2013,134.29,6,805.74
5023,203,sugar,2026-01-30,2034,171.11,8,1368.88
5019,214,fruit juice,2026-01-30,2142,158.97,8,1271.76
5032,207,sugar,2026-01-30,2070,97.01,4,388.04
5010,224,energy drink,2026-01-30,2244,278.72,9,2508.48
5020,224,toothpaste,2026-01-30,2243,244.96,4,979.84
5012,206,besan,2026-01-30,2061,190.29,2,380.58
5039,240,clinic plus,2026-01-30,2401,283.47,4,1133.88
5034,222,dish soap,2026-01-30,2224,171.87,1,171.87
5006,207,milk powder,2026-01-30,2071,62.15,2,124.3
5015,210,coffee powder,2026-01-30,2104,273.22,1,273.22
5044,208,dish soap,2026-01-30,2081,83.94,1,83.94
5005,230,refined oil,2026-01-30,2302,260.61,5,1303.05
5031,209,dantkanti,2026-01-30,2094,67.52,3,202.56
5009,223,sugar,2026-01-30,2232,268.51,6,1611.06
5017,223,floor cleaner,2026-01-30,2231,95.87,1,95.87
5044,209,toothpaste,2026-01-30,2091,143.57,3,430.71
5007,213,clinic plus,2026-01-30,2132,36.8,4,147.2
5008,227,clinic plus,2026-01-30,2273,46.88,5,234.4
5045,230,refined oil,2026-01-30,2301,84.83,2,169.66
5004,212,clinic plus,2026-01-30,2121,58.68,1,58.68
5028,202,spices mix,2026-01-30,2024,150.0,4,600.0
5041,211,toothpaste,2026-01-30,2111,252.76,7,1769.32
5037,226,fruit juice,2026-01-30,2264,37.6,9,338.4
5032,226,spices mix,2026-01-30,2260,120.28,10,1202.8
5043,206,toothpaste,2026-01-30,2064,77.88,4,311.52
5036,219,dantkanti,2026-01-30,2194,120.02,9,1080.18
5036,217,clinic plus,2026-01-30,2174,262.19,1,262.19
5014,232,nutrella,2026-01-30,2323,107.32,2,214.64
5015,207,clinic plus,2026-01-30,2070,102.57,6,615.42
5022,205,sugar,2026-01-30,2051,101.22,3,303.66
5040,211,coffee powder,2026-01-30,2113,136.03,2,272.06
5031,214,floor cleaner,2026-01-30,2141,234.98,10,2349.8
5014,210,dantkanti,2026-01-30,2104,32.89,9,296.01
5013,240,cooking salt,2026-01-30,2402,94.2,8,753.6
5019,204,besan,2026-01-30,2040,291.04,6,1746.24
5033,220,refined oil,2026-01-30,2203,78.69,7,550.83
5001,220,besan,2026-01-30,2204,268.69,7,1880.83
5012,208,besan,2026-01-30,2081,151.1,7,1057.7
5005,215,coffee powder,2026-01-30,2150,61.23,9,551.07
5012,205,coffee powder,2026-01-30,2052,137.39,4,549.56
5003,220,milk powder,2026-01-30,2203,145.08,9,1305.72
5041,236,cooking salt,2026-01-30,2360,276.09,1,276.09
5011,207,floor cleaner,2026-01-30,2070,55.37,4,221.48
5040,219,cooking salt,2026-01-30,2191,289.06,1,289.06
5017,237,refined oil,2026-01-30,2374,32.67,9,294.03
5004,217,fruit juice,2026-01-30,2174,63.1,10,631.0
5026,206,besan,2026-01-30,2062,155.95,6,935.7
5032,208,maida,2026-01-30,2084,124.6,4,498.4
5005,203,besan,2026-01-30,2034,81.9,9,737.1
5016,212,toothpaste,2026-01-30,2123,171.51,6,1029.06
5010,212,dish soap,2026-01-30,2123,106.89,9,962.01
5043,238,floor cleaner,2026-01-30,2381,207.78,6,1246.68
5031,213,refined oil,2026-01-30,2130,203.74,4,814.96
5016,214,sugar,2026-01-30,2143,112.45,1,112.45
5015,205,coffee powder,2026-01-30,2053,99.95,3,299.85
5044,205,refined oil,2026-01-30,2053,30.23,3,90.69
5045,214,clinic plus,2026-01-30,2142,247.96,3,743.88
5023,209,coffee powder,2026-01-30,2090,295.72,3,887.16
5007,206,coffee powder,2026-01-30,2061,55.18,10,551.8
5019,234,nutrella,2026-01-30,2341,181.7,3,545.1
5021,219,nutrella,2026-01-30,2192,157.78,3,473.34
5006,228,floor cleaner,2026-01-30,2281,257.86,5,1289.3
5027,222,clinic plus,2026-01-30,2222,202.32,6,1213.92
5006,222,refined oil,2026-01-30,2220,54.8,2,109.6
5009,235,spices mix,2026-01-30,2354,23.57,7,164.99
5004,218,cooking salt,2026-01-30,2181,58.16,9,523.44
5043,215,quaker oats,2026-01-30,2153,35.68,4,142.72
5029,238,energy drink,2026-01-30,2380,232.54,4,930.16
5012,232,clinic plus,2026-01-30,2320,261.3,6,1567.8
5032,203,cooking salt,2026-01-30,2030,124.23,3,372.69
5003,209,fruit juice,2026-01-30,2093,265.68,3,797.04
5009,213,floor cleaner,2026-01-30,2134,41.53,10,415.3
5017,223,refined oil,2026-01-30,2232,117.93,1,117.93
5037,214,refined oil,2026-01-30,2141,183.08,9,1647.72
5005,206,toothpaste,2026-01-30,2060,242.47,9,2182.23
5044,203,energy drink,2026-01-30,2032,206.24,4,824.96
5025,207,coffee powder,2026-01-30,2073,285.16,1,285.16
5042,238,fruit juice,2026-01-30,2380,180.04,2,360.08
5041,231,nutrella,2026-01-30,2314,47.63,3,142.89
5025,236,butter,2026-01-30,2360,158.95,7,1112.65
5005,240,refined oil,2026-01-30,2404,101.03,3,303.09
5026,218,dish soap,2026-01-30,2183,57.72,5,288.6
5039,219,cooking salt,2026-01-30,2191,150.8,4,603.2
5015,239,maida,2026-01-30,2394,79.11,9,711.99
5008,219,refined oil,2026-01-30,2194,103.28,1,103.28
5014,206,sugar,2026-01-30,2064,35.28,10,352.8
5037,201,milk powder,2026-01-30,2011,131.16,10,1311.6
5044,210,besan,2026-01-30,2102,289.89,10,2898.9
5044,220,toothpaste,2026-01-30,2201,263.34,2,526.68
5034,237,dish soap,2026-01-30,2370,211.08,4,844.32
5044,206,quaker oats,2026-01-30,2060,119.75,5,598.75
5037,212,maida,2026-01-30,2123,211.55,9,1903.95
5009,220,toothpaste,2026-01-30,2201,91.41,2,182.82
5016,214,shampoo,2026-01-30,2141,173.36,10,1733.6
5005,238,shampoo,2026-01-30,2382,220.64,3,661.92
5015,209,sugar,2026-01-30,2094,86.63,8,693.04
5037,212,toothpaste,2026-01-30,2124,101.42,3,304.26
5015,222,floor cleaner,2026-01-30,2220,45.33,3,135.99
5005,204,besan,2026-01-30,2044,85.26,3,255.78
5040,228,sugar,2026-01-30,2280,96.83,5,484.15
5017,238,dantkanti,2026-01-30,2384,48.76,1,48.76
5039,205,clinic plus,2026-01-30,2050,297.51,1,297.51
5008,209,energy drink,2026-01-30,2093,133.1,7,931.7
5027,238,shampoo,2026-01-30,2383,153.86,10,1538.6
5012,235,toothpaste,2026-01-30,2351,120.1,7,840.7
5024,238,sugar,2026-01-30,2381,40.18,10,401.8
5032,210,milk powder,2026-01-30,2101,32.51,7,227.57
5004,239,sugar,2026-01-30,2390,61.76,4,247.04
5002,209,dish soap,2026-01-30,2094,82.45,10,824.5
5008,228,shampoo,2026-01-30,2283,266.46,1,266.46
5039,215,fruit juice,2026-01-30,2151,110.72,7,775.04
5011,219,shampoo,2026-01-30,2191,163.7,5,818.5
5006,221,dish soap,2026-01-30,2214,21.9,7,153.3
5005,203,fruit juice,2026-01-30,2034,40.14,6,240.84
5016,240,butter,2026-01-30,2404,52.25,6,313.5
5010,231,toothpaste,2026-01-30,2310,69.56,6,417.36
5010,224,maida,2026-01-30,2240,295.07,3,885.21
5036,207,maida,2026-01-30,2072,239.42,6,1436.52
5002,207,butter,2026-01-30,2074,283.58,6,1701.48
5010,227,cooking salt,2026-01-30,2274,51.28,6,307.68
5026,206,quaker oats,2026-01-30,2060,206.19,4,824.76
5013,215,milk powder,2026-01-30,2153,252.42,9,2271.78
5014,212,fruit juice,2026-01-30,2120,23.84,5,119.2
5011,208,coffee powder,2026-01-30,2084,197.67,4,790.68
5010,206,clinic plus,2026-01-30,2060,57.86,3,173.58
5040,227,maida,2026-01-30,2273,90.27,6,541.62
5002,206,maida,2026-01-30,2060,111.33,4,445.32
5038,224,nutrella,2026-01-30,2240,266.04,10,2660.4
5012,226,refined oil,2026-01-30,2263,202.68,8,1621.44
